State Code,Claim Amount,Coverage,Education,EmploymentStatus,Location Code,Monthly Premium Auto,Number of Policies,Policy,Claim Reason,Vehicle Class
NE,426.0765808,Basic,High School or Below,Employed,Rural,106,1,Personal,Hail,SUV
MO,1547.727854,Premium,College,Employed,Suburban,196,5,Corporate,Collision,Sports Car
MO,512.6836814,Basic,College,Employed,Urban,64,3,Personal,Other,Four-Door Car
IA,406.8092649,Basic,High School or Below,Unemployed,Suburban,63,4,Personal,Other,Two-Door Car
IA,1771.2205239999996,Extended,College,Unemployed,Suburban,84,2,Corporate,Collision,Four-Door Car
IA,977.5816061,Extended,Bachelor,Employed,Urban,123,7,Personal,Collision,SUV
OK,2053.439224,Extended,High School or Below,Unemployed,Suburban,93,2,Special,Scratch/Dent,Four-Door Car
IA,580.0188903,Extended,Bachelor,Unemployed,Suburban,78,5,Special,Hail,Two-Door Car
NE,331.96205110000005,Extended,Bachelor,Employed,Rural,89,1,Personal,Scratch/Dent,Four-Door Car
IA,652.9431827000002,Basic,Bachelor,Medical Leave,Suburban,67,2,Corporate,Scratch/Dent,Four-Door Car
KS,760.2663689,Basic,High School or Below,Unemployed,Suburban,105,5,Personal,Hail,SUV
IA,283.9808041,Basic,College,Employed,Suburban,71,1,Personal,Hail,Four-Door Car
OK,328.8209809,Basic,College,Unemployed,Suburban,102,1,Personal,Collision,SUV
IA,1503.15645,Basic,College,Employed,Suburban,189,8,Personal,Hail,Sports Car
MO,505.5902381,Basic,Bachelor,Employed,Urban,63,3,Personal,Scratch/Dent,Four-Door Car
NE,801.2917252999998,Basic,High School or Below,Unemployed,Suburban,107,5,Corporate,Collision,SUV
MO,830.070769,Basic,College,Medical Leave,Suburban,113,6,Personal,Hail,Sports Car
NE,251.61035550000003,Basic,College,Employed,Rural,62,1,Personal,Scratch/Dent,Four-Door Car
MO,274.9407985,Basic,High School or Below,Employed,Suburban,70,1,Personal,Collision,Four-Door Car
MO,807.1334962000002,Basic,Bachelor,Employed,Rural,101,6,Personal,Hail,SUV
IA,286.7312197,Extended,Bachelor,Retired,Suburban,78,1,Personal,Hail,Four-Door Car
IA,728.5030982999998,Basic,High School or Below,Employed,Suburban,61,2,Personal,Hail,Four-Door Car
KS,411.8588554,Premium,Bachelor,Employed,Suburban,103,1,Personal,Collision,Two-Door Car
IA,529.3368088999998,Extended,Bachelor,Employed,Urban,134,1,Personal,Collision,SUV
MO,1326.596256,Basic,High School or Below,Employed,Rural,67,2,Personal,Collision,Four-Door Car
MO,236.9439009,Basic,Bachelor,Unemployed,Suburban,68,1,Personal,Collision,Four-Door Car
MO,981.6528302000003,Basic,College,Employed,Rural,62,2,Corporate,Collision,Four-Door Car
KS,2191.440548,Premium,College,Employed,Rural,181,2,Personal,Collision,SUV
IA,514.388351,Basic,Bachelor,Employed,Urban,66,9,Personal,Collision,Four-Door Car
OK,313.6698216,Extended,College,Employed,Suburban,79,1,Corporate,Collision,Four-Door Car
IA,771.3819258999998,Basic,High School or Below,Unemployed,Suburban,68,2,Personal,Hail,Four-Door Car
OK,1151.640557,Basic,College,Employed,Rural,73,2,Personal,Collision,Four-Door Car
IA,1502.519126,Extended,Bachelor,Employed,Rural,76,2,Personal,Other,Four-Door Car
OK,401.3849907,Basic,High School or Below,Medical Leave,Suburban,106,1,Personal,Hail,SUV
IA,328.8825448,Extended,College,Medical Leave,Suburban,99,1,Personal,Collision,Two-Door Car
NE,1373.61325,Premium,Master,Medical Leave,Suburban,181,8,Personal,Collision,SUV
OK,389.087081,Extended,High School or Below,Employed,Urban,96,1,Personal,Hail,Four-Door Car
IA,570.1277221,Basic,Bachelor,Employed,Suburban,72,8,Personal,Hail,Four-Door Car
NE,259.0214327,Basic,High School or Below,Medical Leave,Suburban,68,1,Personal,Hail,Four-Door Car
IA,322.3331519,Extended,College,Employed,Rural,80,1,Personal,Hail,Four-Door Car
IA,491.2025292,Basic,Bachelor,Unemployed,Suburban,66,4,Personal,Collision,Four-Door Car
MO,653.2010543,Extended,College,Employed,Suburban,84,5,Personal,Hail,Four-Door Car
IA,801.2124825,Extended,Bachelor,Unemployed,Urban,79,2,Personal,Collision,Four-Door Car
NE,373.1504584,Extended,High School or Below,Unemployed,Suburban,96,1,Personal,Collision,Four-Door Car
NE,270.2380487,Basic,High School or Below,Employed,Suburban,68,1,Personal,Hail,Two-Door Car
NE,2320.724981,Basic,Master,Employed,Urban,115,2,Personal,Other,SUV
IA,334.7028677,Extended,High School or Below,Employed,Suburban,85,1,Personal,Collision,Two-Door Car
NE,838.2630118,Basic,High School or Below,Retired,Suburban,117,9,Personal,Collision,Sports Car
IA,1179.312528,Basic,College,Employed,Urban,100,2,Personal,Hail,SUV
MO,296.571995,Basic,College,Employed,Suburban,74,1,Personal,Hail,Four-Door Car
MO,564.6323845,Basic,Bachelor,Employed,Suburban,72,5,Personal,Collision,Two-Door Car
NE,245.2491364,Basic,High School or Below,Employed,Suburban,62,1,Personal,Scratch/Dent,Two-Door Car
NE,595.3213546000002,Basic,College,Employed,Rural,74,9,Corporate,Hail,Four-Door Car
MO,1288.381001,Premium,Bachelor,Employed,Urban,109,2,Personal,Collision,Four-Door Car
KS,247.1528431,Basic,High School or Below,Employed,Rural,61,1,Personal,Hail,Two-Door Car
NE,292.707045,Basic,Bachelor,Employed,Suburban,73,1,Personal,Hail,Four-Door Car
MO,840.0788877999997,Basic,High School or Below,Employed,Suburban,72,2,Personal,Scratch/Dent,Four-Door Car
OK,272.9126448,Basic,High School or Below,Employed,Suburban,68,1,Personal,Other,Four-Door Car
NE,764.3068919,Basic,College,Unemployed,Suburban,106,8,Special,Scratch/Dent,SUV
IA,249.3591571,Basic,High School or Below,Employed,Rural,68,1,Personal,Other,Two-Door Car
MO,417.0572119,Basic,Bachelor,Employed,Urban,106,1,Personal,Collision,SUV
MO,490.8207958,Basic,Bachelor,Employed,Suburban,62,5,Special,Collision,Four-Door Car
OK,389.1583881,Basic,High School or Below,Unemployed,Suburban,103,1,Personal,Collision,Sports Car
IA,268.2423898,Basic,High School or Below,Medical Leave,Urban,69,1,Personal,Collision,Four-Door Car
OK,1000.324729,Extended,Bachelor,Employed,Suburban,84,2,Personal,Collision,Four-Door Car
NE,1309.460875,Basic,Bachelor,Employed,Rural,108,2,Personal,Collision,SUV
KS,571.9785737999998,Basic,Master,Employed,Suburban,71,3,Personal,Scratch/Dent,Two-Door Car
IA,939.3968332,Premium,Master,Employed,Suburban,117,3,Personal,Scratch/Dent,Two-Door Car
NE,343.382408,Extended,Master,Employed,Rural,85,1,Personal,Other,Four-Door Car
MO,493.2878744,Basic,College,Employed,Urban,61,3,Personal,Hail,Two-Door Car
MO,1361.0107460000004,Basic,College,Employed,Suburban,114,2,Personal,Hail,SUV
IA,291.3323811,Extended,Master,Medical Leave,Suburban,79,1,Personal,Collision,Two-Door Car
MO,511.1304579,Basic,High School or Below,Employed,Suburban,63,3,Personal,Scratch/Dent,Four-Door Car
MO,454.0381153,Basic,High School or Below,Employed,Suburban,113,1,Personal,Scratch/Dent,Sports Car
NE,559.8273622,Basic,Bachelor,Medical Leave,Suburban,72,8,Personal,Collision,Four-Door Car
IA,963.8066778,Basic,High School or Below,Employed,Rural,61,2,Personal,Collision,Four-Door Car
MO,980.1287358,Extended,High School or Below,Unemployed,Suburban,91,2,Corporate,Scratch/Dent,Four-Door Car
KS,550.4139033,Basic,Bachelor,Unemployed,Suburban,73,5,Corporate,Collision,Four-Door Car
NE,844.7801005000001,Premium,High School or Below,Unemployed,Suburban,114,7,Corporate,Collision,Four-Door Car
IA,1992.763513,Basic,High School or Below,Employed,Rural,66,2,Personal,Collision,Four-Door Car
MO,581.5261714,Basic,College,Employed,Rural,72,9,Personal,Other,Four-Door Car
NE,1869.034066,Basic,College,Unemployed,Suburban,68,2,Personal,Collision,Four-Door Car
NE,722.4235434,Basic,College,Unemployed,Urban,72,2,Personal,Collision,Two-Door Car
NE,859.5982288999999,Basic,High School or Below,Employed,Rural,71,2,Personal,Collision,Four-Door Car
IA,1236.208766,Premium,Bachelor,Unemployed,Rural,113,2,Personal,Scratch/Dent,Four-Door Car
MO,491.6303715,Extended,High School or Below,Employed,Rural,122,1,Corporate,Hail,Sports Car
NE,893.5274872000001,Extended,High School or Below,Employed,Suburban,225,1,Personal,Hail,Sports Car
MO,543.3214031,Basic,Bachelor,Employed,Urban,71,5,Special,Collision,Four-Door Car
NE,484.724253,Basic,High School or Below,Unemployed,Suburban,69,7,Corporate,Hail,Four-Door Car
MO,571.4165863,Basic,Master,Medical Leave,Suburban,74,9,Corporate,Collision,Four-Door Car
OK,1009.768732,Extended,High School or Below,Employed,Suburban,86,2,Corporate,Collision,Four-Door Car
IA,472.6869327,Extended,Bachelor,Medical Leave,Suburban,124,1,Personal,Hail,SUV
NE,707.9790277000002,Basic,College,Medical Leave,Suburban,63,2,Corporate,Collision,Two-Door Car
OK,539.5434909,Extended,Bachelor,Employed,Suburban,137,1,Corporate,Hail,Sports Car
IA,945.2996411,Premium,Bachelor,Employed,Suburban,117,3,Personal,Scratch/Dent,Four-Door Car
IA,528.4312599,Basic,High School or Below,Employed,Urban,67,4,Personal,Collision,Two-Door Car
MO,2021.53918,Basic,High School or Below,Employed,Rural,63,2,Personal,Hail,Four-Door Car
IA,251.0054168,Basic,High School or Below,Unemployed,Suburban,73,1,Corporate,Hail,Four-Door Car
MO,1988.491592,Basic,College,Employed,Urban,62,2,Personal,Hail,Two-Door Car
MO,401.4453113,Extended,Doctor,Employed,Suburban,99,1,Personal,Hail,Four-Door Car
KS,254.0689797,Basic,Master,Employed,Rural,65,1,Personal,Other,Four-Door Car
KS,2738.281893,Extended,High School or Below,Employed,Rural,76,2,Special,Other,Two-Door Car
OK,487.531604,Basic,Bachelor,Medical Leave,Suburban,70,8,Personal,Scratch/Dent,Two-Door Car
IA,1232.42654,Premium,High School or Below,Unemployed,Suburban,113,2,Personal,Hail,Four-Door Car
NE,228.0386988,Basic,College,Unemployed,Urban,61,1,Personal,Hail,Four-Door Car
NE,416.5994433,Basic,High School or Below,Unemployed,Suburban,64,5,Personal,Collision,Four-Door Car
MO,497.4801539,Basic,Bachelor,Employed,Suburban,65,9,Personal,Hail,Two-Door Car
IA,240.4917967,Basic,Bachelor,Employed,Urban,61,1,Personal,Collision,Two-Door Car
IA,303.2816016000001,Extended,Bachelor,Employed,Rural,76,1,Special,Hail,Four-Door Car
IA,289.1272351,Basic,Bachelor,Employed,Rural,71,1,Corporate,Other,Four-Door Car
MO,1526.141386,Extended,Bachelor,Employed,Suburban,127,2,Personal,Scratch/Dent,SUV
NE,501.5009472,Extended,Bachelor,Employed,Suburban,130,1,Personal,Hail,SUV
MO,532.5394799,Basic,Bachelor,Employed,Urban,66,4,Personal,Scratch/Dent,Two-Door Car
KS,529.1395332,Basic,College,Employed,Suburban,66,3,Personal,Collision,Four-Door Car
NE,1610.7190039999996,Basic,High School or Below,Employed,Urban,199,5,Personal,Collision,Sports Car
NE,760.5637524,Basic,Bachelor,Employed,Suburban,192,1,Personal,Collision,SUV
NE,306.5365332,Extended,College,Employed,Suburban,77,1,Special,Hail,Four-Door Car
MO,624.5575805999998,Extended,College,Employed,Rural,78,7,Corporate,Hail,Four-Door Car
MO,940.6381947999997,Basic,High School or Below,Employed,Rural,117,3,Corporate,Scratch/Dent,SUV
IA,781.546882,Premium,High School or Below,Unemployed,Suburban,112,4,Personal,Other,Four-Door Car
MO,974.799401,Extended,College,Unemployed,Suburban,92,2,Personal,Collision,Four-Door Car
IA,468.6469674,Basic,College,Employed,Suburban,118,1,Personal,Collision,SUV
NE,886.9619888,Basic,College,Employed,Rural,110,9,Personal,Scratch/Dent,SUV
MO,474.1808942,Basic,High School or Below,Unemployed,Suburban,65,8,Personal,Hail,Two-Door Car
IA,2417.868478000001,Extended,College,Employed,Suburban,201,2,Personal,Collision,SUV
IA,795.1777533,Basic,College,Employed,Rural,100,3,Personal,Collision,SUV
MO,676.2082924,Extended,Doctor,Employed,Rural,85,4,Corporate,Scratch/Dent,Four-Door Car
IA,304.478946,Extended,College,Retired,Suburban,85,1,Corporate,Other,Four-Door Car
NE,590.8162940000002,Basic,High School or Below,Employed,Urban,74,3,Personal,Hail,Four-Door Car
NE,457.4547243,Basic,College,Unemployed,Suburban,63,6,Personal,Collision,Four-Door Car
MO,837.7499751,Basic,Bachelor,Unemployed,Suburban,74,2,Corporate,Collision,Four-Door Car
KS,2233.243946,Extended,College,Employed,Suburban,97,2,Special,Hail,Four-Door Car
MO,583.8899150000002,Basic,High School or Below,Employed,Urban,73,4,Personal,Hail,Four-Door Car
MO,757.7065297,Basic,Bachelor,Unemployed,Suburban,116,6,Personal,Hail,Sports Car
NE,801.2841201,Basic,College,Employed,Suburban,102,6,Personal,Scratch/Dent,SUV
IA,921.7978125,Basic,Bachelor,Employed,Suburban,119,7,Personal,Scratch/Dent,SUV
IA,274.9189304,Extended,High School or Below,Unemployed,Suburban,80,1,Personal,Collision,Four-Door Car
OK,358.887609,Extended,College,Employed,Urban,89,1,Corporate,Scratch/Dent,Four-Door Car
IA,395.4538361,Basic,Doctor,Employed,Rural,102,1,Personal,Scratch/Dent,SUV
MO,323.0576665,Extended,College,Employed,Urban,81,1,Personal,Hail,Four-Door Car
OK,515.8648496999998,Basic,High School or Below,Unemployed,Suburban,74,5,Personal,Hail,Two-Door Car
MO,277.6582901,Basic,College,Employed,Urban,71,1,Personal,Other,Two-Door Car
NE,1283.600951,Premium,High School or Below,Unemployed,Suburban,116,2,Personal,Scratch/Dent,Two-Door Car
NE,2842.157022,Extended,Bachelor,Employed,Urban,245,2,Personal,Collision,Sports Car
IA,227.6392936,Basic,College,Unemployed,Suburban,69,1,Personal,Other,Two-Door Car
NE,389.5961837,Extended,High School or Below,Employed,Suburban,98,1,Corporate,Scratch/Dent,Four-Door Car
NE,424.7683347,Basic,Bachelor,Employed,Urban,106,1,Corporate,Scratch/Dent,Sports Car
NE,600.5847375,Extended,College,Retired,Suburban,86,3,Personal,Collision,Four-Door Car
NE,271.9506996,Basic,College,Retired,Suburban,72,1,Personal,Hail,Two-Door Car
NE,418.5757242,Basic,College,Unemployed,Suburban,64,3,Corporate,Hail,Four-Door Car
OK,3347.334946,Basic,Bachelor,Employed,Suburban,106,2,Personal,Collision,SUV
OK,733.1508054,Basic,College,Unemployed,Rural,100,4,Personal,Collision,Sports Car
NE,932.0284812,Premium,Bachelor,Employed,Suburban,118,8,Personal,Scratch/Dent,Two-Door Car
KS,331.2323945,Extended,College,Employed,Suburban,84,1,Corporate,Scratch/Dent,Four-Door Car
MO,556.0278162000002,Basic,Bachelor,Unemployed,Rural,74,8,Corporate,Collision,Four-Door Car
KS,821.4602384,Basic,College,Employed,Urban,68,2,Personal,Scratch/Dent,Four-Door Car
MO,864.7139152000002,Basic,Bachelor,Unemployed,Rural,119,3,Personal,Other,SUV
MO,444.6738622,Basic,High School or Below,Unemployed,Suburban,61,3,Personal,Collision,Four-Door Car
IA,776.9841954,Basic,Bachelor,Employed,Suburban,193,1,Corporate,Collision,Sports Car
IA,391.1118202,Extended,Doctor,Employed,Urban,97,1,Personal,Hail,Four-Door Car
NE,273.1520409,Basic,High School or Below,Employed,Urban,68,1,Corporate,Hail,Four-Door Car
IA,840.1788652999999,Extended,Bachelor,Unemployed,Suburban,124,8,Personal,Hail,SUV
IA,587.5038074,Basic,Master,Employed,Urban,73,7,Personal,Collision,Four-Door Car
IA,618.8379422999999,Extended,High School or Below,Employed,Suburban,77,3,Corporate,Collision,Four-Door Car
NE,450.6577736,Basic,Bachelor,Medical Leave,Suburban,116,1,Personal,Collision,Sports Car
NE,1054.853703,Extended,Doctor,Employed,Suburban,131,3,Personal,Scratch/Dent,Sports Car
IA,3520.357475,Premium,Bachelor,Employed,Suburban,295,2,Personal,Collision,Sports Car
MO,819.3750001,Basic,College,Medical Leave,Rural,111,6,Personal,Hail,Sports Car
MO,531.3436343999998,Extended,Bachelor,Employed,Rural,131,1,Personal,Collision,SUV
MO,437.97701780000006,Premium,College,Employed,Rural,111,1,Personal,Scratch/Dent,Two-Door Car
IA,2088.555547,Extended,Bachelor,Medical Leave,Suburban,81,2,Corporate,Hail,Four-Door Car
IA,277.1963072,Extended,Bachelor,Unemployed,Suburban,79,1,Personal,Collision,Four-Door Car
MO,546.1548993,Basic,High School or Below,Employed,Suburban,69,3,Personal,Hail,Four-Door Car
MO,257.0235172,Basic,High School or Below,Employed,Suburban,65,1,Corporate,Collision,Four-Door Car
IA,222.7072755,Basic,High School or Below,Retired,Suburban,61,1,Personal,Scratch/Dent,Four-Door Car
MO,539.4000979,Basic,College,Employed,Urban,68,3,Personal,Scratch/Dent,Two-Door Car
KS,230.0691547,Basic,Bachelor,Retired,Suburban,63,1,Personal,Collision,Four-Door Car
KS,2536.010404,Basic,Bachelor,Employed,Suburban,108,2,Corporate,Collision,SUV
OK,437.4038985,Premium,High School or Below,Employed,Rural,113,1,Special,Other,Four-Door Car
OK,495.3358432,Basic,High School or Below,Unemployed,Suburban,68,4,Personal,Scratch/Dent,Four-Door Car
IA,459.0811214,Premium,College,Employed,Urban,118,1,Personal,Hail,Two-Door Car
NE,506.237379,Basic,College,Unemployed,Suburban,72,5,Personal,Scratch/Dent,Two-Door Car
MO,907.5768214,Basic,Master,Employed,Rural,116,8,Personal,Collision,Sports Car
NE,813.3157212,Basic,Bachelor,Employed,Suburban,70,2,Personal,Collision,Four-Door Car
IA,286.9301319,Basic,Bachelor,Medical Leave,Rural,73,1,Personal,Hail,Four-Door Car
IA,2793.775093,Basic,College,Retired,Suburban,117,2,Personal,Other,Sports Car
OK,260.6186321,Basic,College,Employed,Suburban,67,1,Personal,Other,Two-Door Car
MO,776.4273102000002,Basic,College,Employed,Rural,191,1,Personal,Other,Sports Car
OK,1838.039026,Extended,High School or Below,Employed,Urban,92,2,Personal,Collision,Four-Door Car
NE,610.2953572,Extended,Bachelor,Unemployed,Suburban,84,4,Personal,Collision,Four-Door Car
KS,919.1672825,Basic,High School or Below,Employed,Suburban,114,8,Personal,Hail,SUV
MO,958.1281433,Premium,College,Employed,Suburban,119,7,Personal,Collision,Four-Door Car
NE,753.2262392000001,Extended,Bachelor,Employed,Rural,98,3,Personal,Scratch/Dent,Four-Door Car
IA,279.5321353,Basic,College,Unemployed,Suburban,74,1,Personal,Collision,Two-Door Car
KS,567.3840992,Extended,High School or Below,Unemployed,Suburban,82,7,Personal,Collision,Two-Door Car
NE,1501.618511,Basic,Bachelor,Employed,Rural,187,3,Personal,Scratch/Dent,Sports Car
MO,308.72497460000005,Extended,Doctor,Employed,Urban,77,1,Personal,Hail,Four-Door Car
NE,548.0701058999998,Basic,College,Employed,Suburban,70,9,Personal,Hail,Four-Door Car
IA,794.4973807,Premium,College,Unemployed,Suburban,113,9,Corporate,Collision,Four-Door Car
IA,854.3247322999998,Basic,Bachelor,Employed,Rural,106,3,Personal,Scratch/Dent,SUV
MO,538.0898636,Basic,College,Employed,Suburban,67,9,Personal,Collision,Four-Door Car
MO,465.0063763,Basic,College,Retired,Suburban,65,3,Personal,Collision,Two-Door Car
OK,3694.606393,Basic,College,Employed,Suburban,116,2,Personal,Hail,Sports Car
OK,331.455133,Extended,High School or Below,Employed,Rural,83,1,Special,Other,Four-Door Car
MO,456.6377261,Basic,Bachelor,Unemployed,Suburban,66,3,Personal,Scratch/Dent,Four-Door Car
OK,559.712496,Extended,High School or Below,Employed,Suburban,139,1,Personal,Collision,SUV
OK,254.0551456,Basic,Master,Employed,Urban,63,1,Personal,Hail,Four-Door Car
MO,293.9330187,Basic,College,Employed,Rural,73,1,Personal,Hail,Four-Door Car
MO,1606.834838,Basic,Bachelor,Employed,Suburban,199,7,Corporate,Hail,Sports Car
IA,736.0873696000001,Basic,College,Employed,Suburban,186,1,Personal,Collision,SUV
MO,270.0985899,Basic,High School or Below,Employed,Rural,67,1,Corporate,Hail,Four-Door Car
IA,309.5705571000001,Extended,College,Unemployed,Suburban,92,1,Personal,Scratch/Dent,Two-Door Car
OK,438.3751482,Extended,College,Unemployed,Suburban,123,1,Personal,Collision,SUV
IA,992.8874825,Extended,High School or Below,Employed,Suburban,123,6,Personal,Collision,Sports Car
